Covid-19 Recovered Estimated by PSD Model @ CDS/IISc
Day AN AP AR AS BR CH CT DL GA GJ HR HP JK JH KA KL LA LD MP MH MN OR PY PB RJ SK TN TG TR UP UT WB Total
0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.0 0 2 0 0 1 1 0 7 0 6 5 1 2 0 7 18 2 0 3 20 0 1 0 4 7 0 5 7 0 7 1 2 109
2.0 1 3 0 0 1 2 1 10 0 8 7 1 3 0 9 25 3 0 4 27 0 1 0 5 9 0 7 10 0 9 1 3 151
3.0 1 4 0 1 2 2 1 13 0 10 8 1 3 0 11 31 4 0 4 34 0 1 1 7 11 0 8 12 0 12 2 3 189
4.0 1 5 0 1 2 3 1 16 0 12 10 1 4 0 14 38 5 0 6 42 0 1 1 9 14 0 10 15 0 15 2 4 234
5.0 1 6 0 1 3 4 1 20 0 15 13 2 5 0 17 47 6 0 7 52 0 2 1 11 17 0 13 19 0 18 2 5 289
6.0 1 8 0 1 3 4 1 24 0 18 15 2 6 0 21 58 7 0 8 64 0 2 1 13 21 0 16 23 0 22 3 6 357
7.0 2 10 1 1 4 6 2 30 1 23 19 2 7 1 26 72 9 1 10 79 1 2 1 16 26 1 20 28 1 28 4 7 439
8.0 2 12 1 2 5 7 2 37 1 28 23 3 9 1 32 88 11 1 13 96 1 3 2 20 32 1 24 35 1 34 5 9 537
9.0 3 15 1 2 6 8 3 45 1 34 28 4 11 1 39 107 13 1 16 117 1 4 2 24 39 1 29 42 1 41 5 11 655
10.0 3 18 1 2 8 10 3 54 1 41 34 4 13 1 48 130 16 1 19 142 1 4 2 29 48 1 36 51 1 50 7 13 795
11.0 4 21 1 3 9 12 4 66 1 50 42 5 16 1 58 157 19 1 23 172 1 5 3 35 58 1 43 62 1 60 8 16 958
12.0 5 26 2 3 11 14 5 79 2 59 50 6 19 2 69 188 22 2 27 206 2 6 3 42 69 2 51 74 2 72 10 19 1149
13.0 6 31 2 4 13 17 6 94 2 71 59 8 23 2 82 224 27 2 33 245 2 8 4 50 82 2 61 88 2 86 11 23 1368
14.0 7 36 2 5 16 20 7 111 2 84 70 9 27 2 97 265 32 2 38 290 2 9 5 59 97 2 72 104 2 102 14 27 1618
15.0 8 43 3 5 19 24 8 130 3 98 82 11 32 3 114 311 37 3 45 340 3 11 5 69 114 3 85 122 3 120 16 32 1901
16.0 9 50 3 6 22 28 9 152 3 115 96 12 37 3 133 363 43 3 53 397 3 12 6 81 133 3 99 143 3 140 19 37 2217
17.0 11 57 4 7 25 32 11 176 4 133 111 14 43 4 154 420 50 4 61 460 4 14 7 93 154 4 115 165 4 162 22 43 2567
18.0 12 66 4 8 29 37 12 202 4 153 128 17 50 4 177 483 58 4 70 528 4 17 8 107 177 4 132 190 4 186 25 50 2950
19.0 14 75 5 9 33 42 14 231 5 174 146 19 56 5 202 550 66 5 80 602 5 19 9 122 202 5 151 216 5 212 28 56 3364
20.0 16 85 5 11 37 48 16 261 5 197 165 21 64 5 229 623 75 5 90 681 5 21 11 138 229 5 170 245 5 239 32 64 3805
21.0 18 96 6 12 42 54 18 293 6 221 185 24 72 6 257 699 84 6 102 765 6 24 12 155 257 6 191 275 6 269 36 72 4272
22.0 20 107 7 13 47 60 20 327 7 247 207 27 80 7 287 780 93 7 113 854 7 27 13 173 287 7 213 307 7 300 40 80 4769
23.0 22 119 7 15 52 67 22 363 7 274 230 30 89 7 319 867 104 7 126 949 7 30 15 193 319 7 237 341 7 334 44 89 5300
24.0 25 131 8 16 57 74 25 402 8 303 254 33 98 8 353 959 115 8 139 1049 8 33 16 213 353 8 262 377 8 369 49 98 5862
25.0 27 144 9 18 63 81 27 442 9 334 280 36 108 9 388 1056 126 9 153 1155 9 36 18 235 388 9 289 415 9 406 54 108 6454
26.0 30 158 10 20 69 89 30 485 10 366 307 40 119 10 425 1157 138 10 168 1266 10 40 20 257 425 10 317 455 10 445 59 119 7073
27.0 32 173 11 22 76 97 32 529 11 399 335 43 130 11 464 1263 151 11 183 1381 11 43 22 281 464 11 345 496 11 486 65 130 7717
28.0 35 188 12 23 82 106 35 574 12 434 363 47 141 12 504 1372 164 12 199 1501 12 47 23 305 504 12 375 539 12 528 70 141 8382
29.0 38 203 13 25 89 114 38 621 13 469 393 51 152 13 545 1483 178 13 216 1623 13 51 25 330 545 13 406 583 13 571 76 152 9065
